name,discriminator,properties,opacity,receivesLight,insubstantial,resource,tileEntity,tileEntityId,treeRelated,vegetation,blockLight,natural,watery,colour
"rainbow:red_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ff751c26
"rainbow:red_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff751c26
"rainbow:red_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ff751c26
"rainbow:red_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff3f1319
"rainbow:red_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff3f1319
"rainbow:red_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff3f1319
"rainbow:red_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff3f1319
"rainbow:red_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff3f1319
"rainbow:red_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff280f12
"rainbow:red_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff280f12
"rainbow:red_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff280f12
"rainbow:red_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff280f12
"rainbow:red_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff280f12
"rainbow:red_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff1e0c0f
"rainbow:red_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff1e0c0f
"rainbow:red_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff1e0c0f
"rainbow:red_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff1e0c0f
"rainbow:red_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff1e0c0f
"rainbow:yellow_50_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:yellow_50_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:yellow_50_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:yellow_50_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:yellow_50_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:yellow_100_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:yellow_100_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:yellow_100_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:yellow_100_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffff
"rainbow:yellow_100_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffff
"rainbow:yellow_200_block",,,15,true,true,false,false,,false,false,0,true,false,fffffffc
"rainbow:yellow_200_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffffc
"rainbow:yellow_200_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffffc
"rainbow:yellow_200_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffffc
"rainbow:yellow_200_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffffc
"rainbow:yellow_300_block",,,15,true,true,false,false,,false,false,0,true,false,ffffffb3
"rainbow:yellow_300_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffffb3
"rainbow:yellow_300_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffffb3
"rainbow:yellow_300_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffffb3
"rainbow:yellow_300_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffffb3
"rainbow:yellow_400_block",,,15,true,true,false,false,,false,false,0,true,false,ffffff85
"rainbow:yellow_400_plate",,,15,true,true,false,false,,false,false,0,true,false,ffffff85
"rainbow:yellow_400_lit",,,15,true,true,false,false,,false,false,15,true,false,ffffff85
"rainbow:yellow_400_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffffff85
"rainbow:yellow_400_glass",,,5,true,true,false,false,,false,false,0,true,false,ffffff85
"rainbow:yellow_500_block",,,15,true,true,false,false,,false,false,0,true,false,fffffa6d
"rainbow:yellow_500_plate",,,15,true,true,false,false,,false,false,0,true,false,fffffa6d
"rainbow:yellow_500_lit",,,15,true,true,false,false,,false,false,15,true,false,fffffa6d
"rainbow:yellow_500_lamp",,,15,true,true,false,false,,false,false,15,true,false,fffffa6d
"rainbow:yellow_500_glass",,,5,true,true,false,false,,false,false,0,true,false,fffffa6d
"rainbow:yellow_600_block",,,15,true,true,false,false,,false,false,0,true,false,ffe0b960
"rainbow:yellow_600_plate",,,15,true,true,false,false,,false,false,0,true,false,ffe0b960
"rainbow:yellow_600_lit",,,15,true,true,false,false,,false,false,15,true,false,ffe0b960
"rainbow:yellow_600_lamp",,,15,true,true,false,false,,false,false,15,true,false,ffe0b960
"rainbow:yellow_600_glass",,,5,true,true,false,false,,false,false,0,true,false,ffe0b960
"rainbow:yellow_700_block",,,15,true,true,false,false,,false,false,0,true,false,ff674c2c
"rainbow:yellow_700_plate",,,15,true,true,false,false,,false,false,0,true,false,ff674c2c
"rainbow:yellow_700_lit",,,15,true,true,false,false,,false,false,15,true,false,ff674c2c
"rainbow:yellow_700_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff674c2c
"rainbow:yellow_700_glass",,,5,true,true,false,false,,false,false,0,true,false,ff674c2c
"rainbow:yellow_800_block",,,15,true,true,false,false,,false,false,0,true,false,ff2e2217
"rainbow:yellow_800_plate",,,15,true,true,false,false,,false,false,0,true,false,ff2e2217
"rainbow:yellow_800_lit",,,15,true,true,false,false,,false,false,15,true,false,ff2e2217
"rainbow:yellow_800_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff2e2217
"rainbow:yellow_800_glass",,,5,true,true,false,false,,false,false,0,true,false,ff2e2217
"rainbow:yellow_900_block",,,15,true,true,false,false,,false,false,0,true,false,ff201811
"rainbow:yellow_900_plate",,,15,true,true,false,false,,false,false,0,true,false,ff201811
"rainbow:yellow_900_lit",,,15,true,true,false,false,,false,false,15,true,false,ff201811
"rainbow:yellow_900_lamp",,,15,true,true,false,false,,false,false,15,true,false,ff201811
"rainbow:yellow_900_glass",,,5,true,true,false,false,,false,false,0,true,false,ff201811
"rainbow:yellow_900_glass_stairs",,,15,true,true,false,false,,false,false,0,true,false,ff201811
